millis,stamp,datetime,light,temp,vcc
396999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 1.88
397998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
399000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
400000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
400999, 1562112000, "2019/7/3 0:0:0", 202, 535.42, inf
401999, 1562112000, "2019/7/3 0:0:0", 401, 535.42, inf
402999, 1562112000, "2019/7/3 0:0:0", 582, 464.07, 2.66
403999, 1562112000, "2019/7/3 0:0:0", 586, 462.91, 2.66
405000, 1562112000, "2019/7/3 0:0:0", 586, 459.43, 2.02
405999, 1562112000, "2019/7/3 0:0:0", 593, 455.95, 1.93
407000, 1562112000, "2019/7/3 0:0:0", 589, 455.95, 1.90
408000, 1562112000, "2019/7/3 0:0:0", 612, 455.95, 1.84
408998, 1562112000, "2019/7/3 0:0:0", 597, 455.95, 1.89
409999, 1562112000, "2019/7/3 0:0:0", 596, 455.37, 1.88
410999, 1562112000, "2019/7/3 0:0:0", 597, 455.37, 1.88
412000, 1562112000, "2019/7/3 0:0:0", 593, 455.95, 1.90
412999, 1562112000, "2019/7/3 0:0:0", 601, 455.95, 1.88
414000, 1562112000, "2019/7/3 0:0:0", 589, 455.95, 1.86
414999, 1562112000, "2019/7/3 0:0:0", 598, 456.53, 1.89
416000, 1562112000, "2019/7/3 0:0:0", 590, 456.53, 1.92
417000, 1562112000, "2019/7/3 0:0:0", 611, 455.37, 1.85
417999, 1562112000, "2019/7/3 0:0:0", 592, 458.85, 2.00
418999, 1562112000, "2019/7/3 0:0:0", 592, 457.11, 1.97
419999, 1562112000, "2019/7/3 0:0:0", 595, 455.95, 1.89
421000, 1562112000, "2019/7/3 0:0:0", 535, 504.68, 5.87
421999, 1562112000, "2019/7/3 0:0:0", 556, 487.85, 4.11
423000, 1562112000, "2019/7/3 0:0:0", 598, 461.17, 2.41
423999, 1562112000, "2019/7/3 0:0:0", 285, 535.42, inf
424999, 1562112000, "2019/7/3 0:0:0", 104, 535.42, inf
425999, 1562112000, "2019/7/3 0:0:0", 492, 535.42, 25.60
426999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
428000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
428999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
430000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
430998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
432000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
432999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
433999, 1562112000, "2019/7/3 0:0:0", 504, 471.61, 1.87
434998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
435999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
437000, 1562112000, "2019/7/3 0:0:0", 88, 535.42, 1.97
437999, 1562112000, "2019/7/3 0:0:0", 70, 535.42, 2.11
439000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 4.75
439999, 1562112000, "2019/7/3 0:0:0", 506, 468.13, 1.88
440999, 1562112000, "2019/7/3 0:0:0", 591, 456.53, 1.90
441999, 1562112000, "2019/7/3 0:0:0", 599, 455.95, 1.88
442999, 1562112000, "2019/7/3 0:0:0", 376, 535.42, inf
443999, 1562112000, "2019/7/3 0:0:0", 590, 459.43, 1.95
444998, 1562112000, "2019/7/3 0:0:0", 610, 457.69, 1.85
446000, 1562112000, "2019/7/3 0:0:0", 517, 512.22, 7.36
446999, 1562112000, "2019/7/3 0:0:0", 418, 535.42, inf
448000, 1562112000, "2019/7/3 0:0:0", 590, 475.09, 3.35
448999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
449998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
451000, 1562112000, "2019/7/3 0:0:0", 58, 535.42, inf
451998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 59.28
452999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
453998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
455000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
455999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
456999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
457999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
458998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
460000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
460999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 15.02
461999, 1562112000, "2019/7/3 0:0:0", 541, 460.01, 1.87
462999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 45.06
463998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
464998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
465999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
466999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
467999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
469000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
469999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
471000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 10.53
471999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
472999, 1562112000, "2019/7/3 0:0:0", 432, 535.42, inf
473999, 1562112000, "2019/7/3 0:0:0", 143, 535.42, inf
474999, 1562112000, "2019/7/3 0:0:0", 244, 535.42, inf
476000, 1562112000, "2019/7/3 0:0:0", 349, 535.42, inf
476999, 1562112000, "2019/7/3 0:0:0", 520, 509.90, 6.79
477999, 1562112000, "2019/7/3 0:0:0", 547, 490.75, 4.23
478999, 1562112000, "2019/7/3 0:0:0", 558, 489.59, 4.22
480000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
480999, 1562112000, "2019/7/3 0:0:0", 572, 473.35, 3.25
481998, 1562112000, "2019/7/3 0:0:0", 588, 457.69, 1.92
483000, 1562112000, "2019/7/3 0:0:0", 313, 535.42, inf
483999, 1562112000, "2019/7/3 0:0:0", 217, 535.42, inf
485000, 1562112000, "2019/7/3 0:0:0", 529, 523.24, 9.71
485999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
487000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
487999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
488999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 1.94
489999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
490998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
492000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 4.13
492999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 5.52
494000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 563.20
494999, 1562112000, "2019/7/3 0:0:0", 114, 535.42, 1.89
495998, 1562112000, "2019/7/3 0:0:0", 288, 535.42, 1.87
496999, 1562112000, "2019/7/3 0:0:0", 389, 533.10, 1.95
497999, 1562112000, "2019/7/3 0:0:0", 580, 457.69, 1.89
498999, 1562112000, "2019/7/3 0:0:0", 566, 457.11, 1.87
499998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.74
501000, 1562112000, "2019/7/3 0:0:0", 596, 455.37, 1.87
501999, 1562112000, "2019/7/3 0:0:0", 595, 457.11, 1.88
503000, 1562112000, "2019/7/3 0:0:0", 148, 535.42, 1.86
503999, 1562112000, "2019/7/3 0:0:0", 601, 457.11, 1.87
504999, 1562112000, "2019/7/3 0:0:0", 559, 456.53, 1.88
506000, 1562112000, "2019/7/3 0:0:0", 43, 535.42, 2.36
506999, 1562112000, "2019/7/3 0:0:0", 445, 510.48, 1.87
507999, 1562112000, "2019/7/3 0:0:0", 601, 455.95, 1.92
508999, 1562112000, "2019/7/3 0:0:0", 207, 535.42, 1.87
510000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
510999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.82
512000, 1562112000, "2019/7/3 0:0:0", 3, 535.42, 3.25
512999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 26.20
513999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
515000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 8.60
515999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
517000, 1562112000, "2019/7/3 0:0:0", 185, 535.42, 1.88
517999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
518999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
519999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
520999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 281.60
521999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
522998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
523999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 13.91
524999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 4.92
525999, 1562112000, "2019/7/3 0:0:0", 595, 455.37, 1.89
526999, 1562112000, "2019/7/3 0:0:0", 97, 535.42, 1.91
527998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 28.16
528999, 1562112000, "2019/7/3 0:0:0", 235, 535.42, 1.86
529999, 1562112000, "2019/7/3 0:0:0", 594, 455.95, 1.89
530999, 1562112000, "2019/7/3 0:0:0", 592, 455.37, 1.87
531999, 1562112000, "2019/7/3 0:0:0", 376, 535.42, 1.85
533000, 1562112000, "2019/7/3 0:0:0", 598, 457.69, 1.89
533999, 1562112000, "2019/7/3 0:0:0", 590, 456.53, 1.89
535000, 1562112000, "2019/7/3 0:0:0", 533, 505.26, 6.67
535999, 1562112000, "2019/7/3 0:0:0", 591, 458.27, 2.01
536999, 1562112000, "2019/7/3 0:0:0", 599, 457.11, 1.90
537998, 1562112000, "2019/7/3 0:0:0", 580, 470.45, 3.14
538999, 1562112000, "2019/7/3 0:0:0", 420, 535.42, inf
539999, 1562112000, "2019/7/3 0:0:0", 316, 535.42, inf
540998, 1562112000, "2019/7/3 0:0:0", 3, 535.42, inf
542000, 1562112000, "2019/7/3 0:0:0", 206, 535.42, inf
542998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
544000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 1.88
544999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
545999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
547000, 1562112000, "2019/7/3 0:0:0", 82, 535.42, 1.94
547999, 1562112000, "2019/7/3 0:0:0", 301, 535.42, 1.88
548999, 1562112000, "2019/7/3 0:0:0", 46, 535.42, 2.21
549998, 1562112000, "2019/7/3 0:0:0", 599, 455.37, 1.88
551000, 1562112000, "2019/7/3 0:0:0", 596, 457.11, 1.90
551999, 1562112000, "2019/7/3 0:0:0", 592, 458.27, 2.02
552998, 1562112000, "2019/7/3 0:0:0", 577, 471.03, 3.32
553999, 1562112000, "2019/7/3 0:0:0", 393, 535.42, inf
554998, 1562112000, "2019/7/3 0:0:0", 474, 535.42, inf
555999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
556999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
557999, 1562112000, "2019/7/3 0:0:0", 4, 535.42, 3.00
558999, 1562112000, "2019/7/3 0:0:0", 533, 458.85, 1.88
560000, 1562112000, "2019/7/3 0:0:0", 598, 457.11, 1.87
560999, 1562112000, "2019/7/3 0:0:0", 597, 456.53, 1.90
561999, 1562112000, "2019/7/3 0:0:0", 606, 458.27, 1.90
563000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
563998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
565000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
565998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 1126.40
567000, 1562112000, "2019/7/3 0:0:0", 345, 535.42, 1.86
567999, 1562112000, "2019/7/3 0:0:0", 593, 455.37, 1.88
568999, 1562112000, "2019/7/3 0:0:0", 612, 456.53, 1.84
569999, 1562112000, "2019/7/3 0:0:0", 582, 462.33, 2.59
570998, 1562112000, "2019/7/3 0:0:0", 350, 535.42, inf
571999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
572999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
573999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
574999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 16.09
576000, 1562112000, "2019/7/3 0:0:0", 143, 535.42, 1.88
576999, 1562112000, "2019/7/3 0:0:0", 325, 535.42, 1.87
577999, 1562112000, "2019/7/3 0:0:0", 597, 455.95, 1.88
578999, 1562112000, "2019/7/3 0:0:0", 599, 455.37, 1.88
579999, 1562112000, "2019/7/3 0:0:0", 598, 456.53, 1.88
581000, 1562112000, "2019/7/3 0:0:0", 348, 535.42, inf
581999, 1562112000, "2019/7/3 0:0:0", 595, 458.85, 1.94
582999, 1562112000, "2019/7/3 0:0:0", 590, 457.11, 1.89
583998, 1562112000, "2019/7/3 0:0:0", 592, 458.85, 1.97
584999, 1562112000, "2019/7/3 0:0:0", 586, 465.23, 2.68
585999, 1562112000, "2019/7/3 0:0:0", 587, 459.43, 2.00
586999, 1562112000, "2019/7/3 0:0:0", 609, 455.37, 1.86
588000, 1562112000, "2019/7/3 0:0:0", 578, 475.67, 3.39
588998, 1562112000, "2019/7/3 0:0:0", 581, 460.59, 2.19
590000, 1562112000, "2019/7/3 0:0:0", 599, 456.53, 1.88
590999, 1562112000, "2019/7/3 0:0:0", 586, 464.65, 2.69
591998, 1562112000, "2019/7/3 0:0:0", 612, 457.69, 1.87
592999, 1562112000, "2019/7/3 0:0:0", 581, 465.81, 2.79
593999, 1562112000, "2019/7/3 0:0:0", 545, 502.94, 5.66
594999, 1562112000, "2019/7/3 0:0:0", 566, 480.31, 3.79
595999, 1562112000, "2019/7/3 0:0:0", 512, 523.82, 11.86
597000, 1562112000, "2019/7/3 0:0:0", 417, 535.42, inf
597998, 1562112000, "2019/7/3 0:0:0", 543, 500.04, 5.52
599000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
599999, 1562112000, "2019/7/3 0:0:0", 453, 535.42, inf
600999, 1562112000, "2019/7/3 0:0:0", 603, 461.17, 2.15
601999, 1562112000, "2019/7/3 0:0:0", 467, 535.42, inf
602999, 1562112000, "2019/7/3 0:0:0", 398, 535.42, inf
604000, 1562112000, "2019/7/3 0:0:0", 237, 535.42, inf
604999, 1562112000, "2019/7/3 0:0:0", 389, 535.42, inf
605999, 1562112000, "2019/7/3 0:0:0", 595, 465.23, 2.62
606999, 1562112000, "2019/7/3 0:0:0", 308, 535.42, inf
608000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
608999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
609998, 1562112000, "2019/7/3 0:0:0", 478, 535.42, inf
611000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
611999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
613000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
613999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
615000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
615999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
616998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
617999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
618999, 1562112000, "2019/7/3 0:0:0", 10, 535.42, inf
620000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
620998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
622000, 1562112000, "2019/7/3 0:0:0", 163, 535.42, inf
622999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
624000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
624998, 1562112000, "2019/7/3 0:0:0", 259, 535.42, inf
625999, 1562112000, "2019/7/3 0:0:0", 149, 535.42, inf
626999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
627999, 1562112000, "2019/7/3 0:0:0", 364, 535.42, inf
629000, 1562112000, "2019/7/3 0:0:0", 602, 462.33, 2.20
629999, 1562112000, "2019/7/3 0:0:0", 507, 515.70, 8.16
631000, 1562112000, "2019/7/3 0:0:0", 458, 535.42, inf
632000, 1562112000, "2019/7/3 0:0:0", 597, 461.17, 2.10
632999, 1562112000, "2019/7/3 0:0:0", 514, 520.92, 10.63
633999, 1562112000, "2019/7/3 0:0:0", 514, 522.66, 11.26
634999, 1562112000, "2019/7/3 0:0:0", 352, 535.42, inf
636000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
636999, 1562112000, "2019/7/3 0:0:0", 104, 535.42, inf
638000, 1562112000, "2019/7/3 0:0:0", 521, 529.04, 12.11
638999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
640000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
640999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
641999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
642999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
643999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
645000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 1.88
645999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
646999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
647999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 9.79
648999, 1562112000, "2019/7/3 0:0:0", 22, 535.42, 2.53
649999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.21
650999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 17.60
652000, 1562112000, "2019/7/3 0:0:0", 395, 533.10, 1.91
652998, 1562112000, "2019/7/3 0:0:0", 297, 535.42, 1.88
654000, 1562112000, "2019/7/3 0:0:0", 20, 535.42, 2.54
654999, 1562112000, "2019/7/3 0:0:0", 581, 458.85, 1.90
655998, 1562112000, "2019/7/3 0:0:0", 6, 535.42, 3.12
656999, 1562112000, "2019/7/3 0:0:0", 593, 457.69, 1.89
657999, 1562112000, "2019/7/3 0:0:0", 587, 458.27, 1.87
659000, 1562112000, "2019/7/3 0:0:0", 263, 535.42, 1.88
659999, 1562112000, "2019/7/3 0:0:0", 585, 462.33, 1.90
661000, 1562112000, "2019/7/3 0:0:0", 585, 460.01, 1.92
661999, 1562112000, "2019/7/3 0:0:0", 587, 461.75, 1.91
663000, 1562112000, "2019/7/3 0:0:0", 537, 465.81, 1.97
663999, 1562112000, "2019/7/3 0:0:0", 263, 535.42, 1.91
664998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
665999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 4.33
666999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 6.19
667999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
668999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
670000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
670999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
671998, 1562112000, "2019/7/3 0:0:0", 350, 535.42, inf
672998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
673998, 1562112000, "2019/7/3 0:0:0", 208, 535.42, inf
674999, 1562112000, "2019/7/3 0:0:0", 592, 464.65, 2.19
675998, 1562112000, "2019/7/3 0:0:0", 560, 489.01, 3.99
677000, 1562112000, "2019/7/3 0:0:0", 559, 486.11, 3.99
677999, 1562112000, "2019/7/3 0:0:0", 583, 463.49, 2.02
679000, 1562112000, "2019/7/3 0:0:0", 593, 461.17, 1.87
679999, 1562112000, "2019/7/3 0:0:0", 579, 461.75, 1.95
680999, 1562112000, "2019/7/3 0:0:0", 580, 465.81, 1.93
682000, 1562112000, "2019/7/3 0:0:0", 590, 460.01, 2.00
682999, 1562112000, "2019/7/3 0:0:0", 592, 458.85, 1.95
683999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.66
684998, 1562112000, "2019/7/3 0:0:0", 263, 535.42, 1.89
686000, 1562112000, "2019/7/3 0:0:0", 286, 535.42, 1.90
686998, 1562112000, "2019/7/3 0:0:0", 41, 535.42, 2.30
688000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
688999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.94
689999, 1562112000, "2019/7/3 0:0:0", 107, 535.42, 1.89
690998, 1562112000, "2019/7/3 0:0:0", 599, 457.69, 1.89
691999, 1562112000, "2019/7/3 0:0:0", 182, 535.42, 1.88
692999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 12.38
693999, 1562112000, "2019/7/3 0:0:0", 299, 535.42, 1.88
695000, 1562112000, "2019/7/3 0:0:0", 587, 457.69, 1.92
695999, 1562112000, "2019/7/3 0:0:0", 598, 457.11, 1.88
696998, 1562112000, "2019/7/3 0:0:0", 452, 494.81, 1.89
697999, 1562112000, "2019/7/3 0:0:0", 589, 458.85, 1.90
698999, 1562112000, "2019/7/3 0:0:0", 585, 462.33, 2.18
700000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
700999, 1562112000, "2019/7/3 0:0:0", 258, 535.42, inf
702000, 1562112000, "2019/7/3 0:0:0", 387, 535.42, inf
702999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
704000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
704999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 6.19
705999, 1562112000, "2019/7/3 0:0:0", 269, 535.42, 1.87
707000, 1562112000, "2019/7/3 0:0:0", 377, 535.42, 1.86
707999, 1562112000, "2019/7/3 0:0:0", 586, 462.33, 1.91
709000, 1562112000, "2019/7/3 0:0:0", 581, 463.49, inf
709999, 1562112000, "2019/7/3 0:0:0", 561, 487.85, 4.19
711000, 1562112000, "2019/7/3 0:0:0", 545, 509.90, 6.16
711999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
712999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
714000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
714999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.49
715999, 1562112000, "2019/7/3 0:0:0", 83, 535.42, 1.95
716999, 1562112000, "2019/7/3 0:0:0", 52, 535.42, 2.15
718000, 1562112000, "2019/7/3 0:0:0", 579, 459.43, 1.94
718999, 1562112000, "2019/7/3 0:0:0", 589, 460.01, 1.93
720000, 1562112000, "2019/7/3 0:0:0", 603, 459.43, 1.89
720999, 1562112000, "2019/7/3 0:0:0", 583, 462.33, 2.06
721998, 1562112000, "2019/7/3 0:0:0", 577, 468.71, 2.75
722999, 1562112000, "2019/7/3 0:0:0", 562, 483.79, 3.84
723999, 1562112000, "2019/7/3 0:0:0", 473, 535.42, inf
725000, 1562112000, "2019/7/3 0:0:0", 136, 535.42, inf
725998, 1562112000, "2019/7/3 0:0:0", 397, 535.42, inf
727000, 1562112000, "2019/7/3 0:0:0", 561, 492.49, 4.22
727999, 1562112000, "2019/7/3 0:0:0", 261, 535.42, inf
728999, 1562112000, "2019/7/3 0:0:0", 586, 469.29, 2.81
729999, 1562112000, "2019/7/3 0:0:0", 430, 535.42, inf
730999, 1562112000, "2019/7/3 0:0:0", 420, 535.42, inf
731999, 1562112000, "2019/7/3 0:0:0", 477, 535.42, inf
732998, 1562112000, "2019/7/3 0:0:0", 573, 475.09, 3.32
734000, 1562112000, "2019/7/3 0:0:0", 569, 477.41, 3.38
734998, 1562112000, "2019/7/3 0:0:0", 586, 461.75, 2.00
736000, 1562112000, "2019/7/3 0:0:0", 595, 461.17, 1.87
736999, 1562112000, "2019/7/3 0:0:0", 577, 460.01, 1.95
737999, 1562112000, "2019/7/3 0:0:0", 605, 455.95, 1.86
738999, 1562112000, "2019/7/3 0:0:0", 595, 456.53, 1.87
739998, 1562112000, "2019/7/3 0:0:0", 592, 457.69, 1.89
741000, 1562112000, "2019/7/3 0:0:0", 22, 535.42, 2.61
741999, 1562112000, "2019/7/3 0:0:0", 263, 535.42, 1.88
742999, 1562112000, "2019/7/3 0:0:0", 71, 535.42, 2.08
744000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
744999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 4.33
745999, 1562112000, "2019/7/3 0:0:0", 598, 455.37, 1.90
746999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
747999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
748999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
749999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
750999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
752000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
753000, 1562112000, "2019/7/3 0:0:0", 73, 535.42, inf
753999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
754999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
755999, 1562112000, "2019/7/3 0:0:0", 410, 535.42, inf
756999, 1562112000, "2019/7/3 0:0:0", 606, 459.43, 1.95
757998, 1562112000, "2019/7/3 0:0:0", 592, 459.43, 2.15
759000, 1562112000, "2019/7/3 0:0:0", 591, 461.17, 2.29
759998, 1562112000, "2019/7/3 0:0:0", 601, 455.95, 1.90
760999, 1562112000, "2019/7/3 0:0:0", 612, 454.21, 1.84
761999, 1562112000, "2019/7/3 0:0:0", 598, 457.69, 1.89
762998, 1562112000, "2019/7/3 0:0:0", 606, 456.53, 1.87
764000, 1562112000, "2019/7/3 0:0:0", 595, 461.17, 2.36
764999, 1562112000, "2019/7/3 0:0:0", 596, 455.37, 1.88
765999, 1562112000, "2019/7/3 0:0:0", 549, 457.11, 1.84
766999, 1562112000, "2019/7/3 0:0:0", 593, 454.79, 1.87
768000, 1562112000, "2019/7/3 0:0:0", 582, 455.37, 1.91
768999, 1562112000, "2019/7/3 0:0:0", 591, 454.79, 1.88
769999, 1562112000, "2019/7/3 0:0:0", 612, 455.37, 1.83
770999, 1562112000, "2019/7/3 0:0:0", 598, 454.79, 1.88
771998, 1562112000, "2019/7/3 0:0:0", 578, 454.79, 1.89
773000, 1562112000, "2019/7/3 0:0:0", 579, 469.87, 3.18
773999, 1562112000, "2019/7/3 0:0:0", 596, 454.79, 1.89
775000, 1562112000, "2019/7/3 0:0:0", 606, 455.95, 1.86
775998, 1562112000, "2019/7/3 0:0:0", 596, 458.27, 2.11
776999, 1562112000, "2019/7/3 0:0:0", 537, 503.52, 6.06
777998, 1562112000, "2019/7/3 0:0:0", 492, 535.42, 43.32
778999, 1562112000, "2019/7/3 0:0:0", 53, 535.42, inf
779999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
780999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
782000, 1562112000, "2019/7/3 0:0:0", 9, 535.42, 2.96
782999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
783998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
784999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 6.44
785999, 1562112000, "2019/7/3 0:0:0", 96, 535.42, 1.90
787000, 1562112000, "2019/7/3 0:0:0", 32, 535.42, 2.34
787999, 1562112000, "2019/7/3 0:0:0", 593, 455.37, 1.89
788999, 1562112000, "2019/7/3 0:0:0", 588, 455.37, 1.89
789999, 1562112000, "2019/7/3 0:0:0", 588, 455.95, 1.91
791000, 1562112000, "2019/7/3 0:0:0", 593, 459.43, inf
791999, 1562112000, "2019/7/3 0:0:0", 566, 481.47, 4.17
792998, 1562112000, "2019/7/3 0:0:0", 604, 458.85, 2.12
